Full_Name,Age,Birthday,Gender,Barangay,Civil_Status,Educational_Attainment,Employment_Status,Monthly_Income,Number_of_Dependents,With_Minor,With_PWD,Disability_Category,Type_of_Solo_Parent,Duration_Months,Is_Pregnant,Youngest_Child_Age,Receiving_Other_Govt_Cash_Aid,Formal_PhilHealth_Member,Dependent_Currently_Studying,Below_Poverty_Line,Eligibility,Cash_Subsidy_Sec15a,VAT_Discount_Sec15b,PhilHealth_Coverage_Sec15c,Livelihood_Priority_Sec15d,Housing_Priority_Sec15e,Educational_Support_Sec9,Priority_Level,Recommendation,Remarks
Jose Salazar,46,03/30/1980,M,Bubukal,Widow,Postgraduate,Self-Employed,28890,2,Yes,No,N/A,Death of spouse,32,0,0,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Maria Ramos,65,07/20/1960,F,Bagumbayan,Annulled,College,Unemployed,11230,0,No,No,N/A,Unmarried parent who keeps and rears the child,26,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ana Fernandez,62,03/14/1963,F,San Pablo Norte,Annulled,Postgraduate,Self-Employed,3470,0,No,No,N/A,Physical or mental incapacity of spouse,7,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Jocelyn Ramos,18,03/30/2008,F,Patimbao,Single,High School,Self-Employed,12502,1,Yes,No,N/A,Abandonment by spouse,27,0,9,No,No,Yes,Yes,Eligible,Yes,No,Yes,No,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Maria Castillo,47,02/15/1979,F,San Pablo Norte,Annulled,Postgraduate,Self-Employed,6425,0,No,No,N/A,Abandonment by spouse,43,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Cecilia Aquino,68,09/24/1958,F,Santisima Cruz,Annulled,College,Self-Employed,26755,1,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,1,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Dominador Villanueva,42,07/13/1983,M,Alipit,Separated,College,Self-Employed,18100,0,No,No,N/A,Death of spouse,29,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Efren Cruz,66,07/16/1959,F,San Pablo Norte,Single,High School,Self-Employed,30307,1,Yes,Yes,Physical,Pregnant woman solely responsible for unborn child,0,0,7,Yes,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Roberto Pascual,41,09/18/1984,M,San Juan,Single,Vocational,Self-Employed,35046,3,Yes,No,N/A,Birth of child due to rape,6,0,5,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Julius Villanueva,26,01/15/2000,M,Calios,Single,High School,Employed,24272,4,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,51,0,3,No,No,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Noel Villanueva,41,06/16/1984,M,San Juan,Annulled,Postgraduate,Employed,20996,4,Yes,No,N/A,Birth of child due to rape,46,0,0,Yes,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Teresa Torres,51,05/21/1975,F,Calios,Married,College,Employed,44530,2,Yes,No,N/A,Abandonment by spouse,52,0,7,Yes,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Edgardo Aquino,47,04/17/1979,M,Alipit,Separated,College,Unemployed,10489,0,No,No,N/A,Legal or de facto separation,14,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Noel Pascual,25,01/04/2001,M,San Pablo Sur,Single,College,Employed,26407,3,No,No,N/A,Legal or de facto separation,34,0,2,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Ferdinand Ramos,18,02/27/2008,M,San Pablo Sur,Single,High School,Unemployed,11195,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,4,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Roberto Villanueva,38,11/03/1988,M,Bagumbayan,Single,Vocational,Unemployed,4982,0,No,No,N/A,Abandonment by spouse,10,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Arnel Flores,31,10/03/1995,M,Duhat,Married,Elementary,Employed,35628,1,No,No,N/A,Death of spouse,23,0,2,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Precious Rivera,41,08/15/1984,F,Bubukal,Widow,Elementary,Part-Time,17010,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,33,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Julius Cruz,25,05/09/2000,M,Bagumbayan,Annulled,College,Unemployed,10589,3,Yes,No,N/A,Detention of spouse (3+ months) or serving sentence,2,0,6,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Detention of spouse (3+ months) or serving sentence' but duration is only 2 month(s); RA 11861 requires at least 3 month(s) for this category.
Danilo Aquino,46,05/30/1979,M,San Pablo Sur,Widow,Elementary,Unemployed,15766,0,No,No,N/A,Detention of spouse (3+ months) or serving sentence,5,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ramon Ramos,50,10/13/1975,M,Santisima Cruz,Married,Elementary,Part-Time,4269,0,No,No,N/A,Legal or de facto separation,16,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Edgardo Dela Cruz,58,10/01/1968,M,San Pablo Sur,Single,College,Unemployed,14970,1,Yes,No,N/A,Spouse/family member/guardian of an OFW,59,0,7,No,No,Yes,Yes,Eligible,Yes,No,Yes,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Rosalinda Pascual,48,03/01/1977,F,Labuin,Single,High School,Self-Employed,33591,0,No,No,N/A,Abandonment by spouse,34,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rowena Ocampo,48,08/08/1977,F,Santisima Cruz,Married,High School,Unemployed,5911,1,No,No,N/A,Abandonment by spouse,2,0,4,No,No,Yes,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 2 month(s); RA 11861 requires at least 6 month(s) for this category.
Teresa Aquino,55,11/29/1971,F,San Pablo Norte,Married,High School,Employed,15778,5,Yes,Yes,Mental/Psychosocial,Abandonment by spouse,5,0,5,No,No,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 5 month(s); RA 11861 requires at least 6 month(s) for this category.
Julius Fernandez,65,04/21/1960,F,Alipit,Married,Vocational,Employed,32124,0,No,No,N/A,Legal or de facto separation,34,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Carlito Santos,61,01/29/1964,M,Alipit,Married,Elementary,Self-Employed,14798,0,No,Yes,Mental/Psychosocial,Unmarried parent who keeps and rears the child,8,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Editha Mendoza,20,03/24/2006,F,Alipit,Single,High School,Part-Time,6315,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Ferdinand Fernandez,63,09/08/1963,M,San Juan,Married,High School,Unemployed,12472,2,Yes,No,N/A,Legal or de facto separation,45,0,3,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Precious Dela Cruz,39,12/31/1986,F,Calios,Separated,Vocational,Part-Time,18784,3,Yes,Yes,Physical,Pregnant woman solely responsible for unborn child,23,1,4,No,No,No,No,Eligible,No,Yes,Yes,Yes,No,No,High,"VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d)",
Gilbert Aquino,37,03/13/1988,M,Calios,Widow,High School,Employed,38880,0,No,No,N/A,Abandonment by spouse,8,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rowena Santos,18,01/26/2007,F,Bubukal,Annulled,Postgraduate,Unemployed,5836,4,Yes,No,N/A,Birth of child due to rape,9,0,2,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Josephine Pascual,51,06/17/1975,F,San Juan,Single,Elementary,Unemployed,670,0,No,No,N/A,Birth of child due to rape,38,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Josephine Pascual,25,04/27/2000,F,Calios,Married,Postgraduate,Unemployed,12784,1,No,No,N/A,Birth of child due to rape,20,0,6,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Angelica Ramos,66,05/26/1960,F,Santisima Cruz,Widow,College,Unemployed,11993,3,Yes,No,N/A,Relative within 4th civil degree assuming care,5,0,2,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Relative within 4th civil degree assuming care' but duration is only 5 month(s); RA 11861 requires at least 6 month(s) for this category.
Bernardo Ocampo,22,05/11/2003,M,Labuin,Married,Elementary,Employed,12908,2,Yes,No,N/A,Death of spouse,3,0,4,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,No,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Rosalinda Garcia,58,07/07/1968,F,Labuin,Single,Postgraduate,Employed,12098,2,Yes,No,N/A,Abandonment by spouse,1,0,3,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 1 month(s); RA 11861 requires at least 6 month(s) for this category.
Noel Del Rosario,45,05/03/1980,M,Alipit,Widow,Elementary,Unemployed,6071,0,No,No,N/A,Relative within 4th civil degree assuming care,34,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Josephine Aquino,21,02/19/2004,F,Duhat,Single,High School,Self-Employed,13749,2,Yes,No,N/A,Legal or de facto separation,5,0,5,Yes,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed 'Legal or de facto separation' but duration is only 5 month(s); RA 11861 requires at least 6 month(s) for this category.
Noel Santos,51,06/01/1975,F,Bagumbayan,Widow,Elementary,Unemployed,2739,0,No,Yes,Physical,Abandonment by spouse,34,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ronald Gonzales,65,01/25/1960,M,San Juan,Annulled,Postgraduate,Employed,21802,3,Yes,No,N/A,Spouse/family member/guardian of an OFW,4,0,3,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 4 month(s); RA 11861 requires at least 12 month(s) for this category.
Divina Gonzales,36,09/20/1989,F,San Pablo Sur,Widow,Elementary,Unemployed,14125,1,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",48,0,3,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Danilo Salazar,29,03/05/1996,M,San Pablo Sur,Annulled,Vocational,Part-Time,19445,4,Yes,Yes,Physical,Death of spouse,34,0,5,No,Yes,No,No,Eligible,No,Yes,No,Yes,No,No,Medium,"VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d)",
Bernardo Villanueva,30,11/07/1995,M,San Pablo Norte,Annulled,High School,Employed,21194,2,No,No,N/A,Detention of spouse (3+ months) or serving sentence,40,0,0,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Jocelyn Villanueva,64,02/23/1962,F,San Pablo Norte,Annulled,High School,Part-Time,5782,1,No,No,N/A,Birth of child due to rape,9,0,7,No,Yes,No,Yes,Eligible,Yes,No,No,Yes,Yes,No,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Josephine Aquino,66,10/15/1960,F,Duhat,Married,Vocational,Part-Time,17802,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Rowena Torres,43,06/08/1982,F,Calios,Single,High School,Employed,17931,5,Yes,No,N/A,Abandonment by spouse,0,0,3,No,Yes,Yes,No,Not Eligible,,,,,,,N/A,,Claimed 'Abandonment by spouse' but duration is only 0 month(s); RA 11861 requires at least 6 month(s) for this category.
Ramon Rivera,48,07/29/1977,M,San Pablo Sur,Annulled,High School,Employed,39422,1,Yes,No,N/A,Relative within 4th civil degree assuming care,48,0,6,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Low,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Teresa Rivera,32,01/24/1993,F,San Pablo Norte,Widow,Vocational,Part-Time,6418,4,Yes,Yes,Intellectual/Developmental,Death of spouse,48,0,4,No,No,No,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Rosalinda Reyes,33,07/21/1992,F,Duhat,Widow,Vocational,Self-Employed,6200,0,No,Yes,Physical,Relative within 4th civil degree assuming care,26,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Teresa Mendoza,20,03/06/2006,F,San Juan,Married,Elementary,Self-Employed,14793,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Dominador Rivera,26,10/30/2000,M,Alipit,Married,Vocational,Unemployed,13003,0,No,Yes,Sensory (Visual/Hearing),Physical or mental incapacity of spouse,10,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Divina Aquino,18,08/09/2008,F,Santisima Cruz,Widow,Vocational,Unemployed,6477,0,No,No,N/A,Death of spouse,22,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Julius Castillo,54,03/24/1971,M,Patimbao,Separated,Postgraduate,Employed,20195,0,No,No,N/A,Death of spouse,53,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Marites Cruz,41,04/14/1985,F,Alipit,Married,College,Self-Employed,28343,3,Yes,No,N/A,Spouse/family member/guardian of an OFW,60,0,3,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Mark Cruz,52,12/08/1973,M,Duhat,Annulled,High School,Part-Time,14804,0,No,No,N/A,Physical or mental incapacity of spouse,43,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Christian Gonzales,30,04/30/1996,M,Labuin,Widow,Postgraduate,Employed,18732,0,No,No,N/A,Unmarried parent who keeps and rears the child,8,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Efren Reyes,58,07/09/1968,M,Bubukal,Widow,Vocational,Unemployed,5167,1,Yes,No,N/A,Spouse/family member/guardian of an OFW,43,0,3,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Maria Pascual,45,11/29/1981,F,San Juan,Annulled,Elementary,Part-Time,11370,2,Yes,No,N/A,Spouse/family member/guardian of an OFW,57,0,0,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Efren Salazar,27,09/04/1999,M,Duhat,Single,College,Self-Employed,19695,3,Yes,No,N/A,Spouse/family member/guardian of an OFW,10,0,1,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Spouse/family member/guardian of an OFW' but duration is only 10 month(s); RA 11861 requires at least 12 month(s) for this category.
Malou Rivera,23,06/14/2003,F,San Pablo Sur,Separated,High School,Part-Time,16151,1,Yes,No,N/A,"Legal guardian, adoptive, or foster parent",46,0,9,No,No,Yes,No,Eligible,No,No,Yes,Yes,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Ferdinand Torres,18,05/23/2008,M,Bubukal,Annulled,High School,Part-Time,11550,0,No,No,N/A,Spouse/family member/guardian of an OFW,31,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Danilo Ocampo,50,03/16/1976,M,Labuin,Annulled,Elementary,Employed,42853,4,Yes,No,N/A,Legal or de facto separation,29,0,3,No,No,Yes,No,Eligible,No,No,Yes,No,No,Yes,Medium,"PhilHealth/NHIP Coverage (Sec. 15c), Educational Support (Sec. 9)",
Jocelyn Castillo,46,09/23/1979,F,Santisima Cruz,Separated,Vocational,Employed,14854,0,No,No,N/A,"Legal guardian, adoptive, or foster parent",15,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Roberto Villanueva,40,05/20/1985,M,Patimbao,Widow,Elementary,Self-Employed,7666,1,No,No,N/A,"Legal guardian, adoptive, or foster parent",1,0,4,No,No,No,Yes,Eligible,Yes,Yes,Yes,No,Yes,No,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e)",
Ramon Santos,19,03/15/2006,M,Calios,Married,Elementary,Self-Employed,14335,0,No,No,N/A,Physical or mental incapacity of spouse,38,0,,No,No,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Rosalinda Dela Cruz,45,02/23/1980,F,Patimbao,Widow,Vocational,Unemployed,6614,5,No,No,N/A,"Declaration of nullity, annulment, or divorce",22,0,7,No,Yes,Yes,Yes,Eligible,Yes,No,No,Yes,Yes,Yes,Medium,"Cash Subsidy (Sec. 15a), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Ferdinand Garcia,45,02/17/1980,F,Patimbao,Annulled,College,Unemployed,13545,0,No,No,N/A,Pregnant woman solely responsible for unborn child,0,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Luzviminda Bautista,39,09/03/1987,F,San Pablo Sur,Annulled,College,Employed,14030,0,No,No,N/A,"Declaration of nullity, annulment, or divorce",60,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Gilbert Villanueva,68,09/06/1957,M,Labuin,Married,Elementary,Employed,43579,0,No,No,N/A,Legal or de facto separation,24,0,,Yes,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ferdinand Fernandez,32,07/16/1994,M,San Juan,Single,Vocational,Employed,20290,4,Yes,No,N/A,Unmarried parent who keeps and rears the child,14,0,3,No,Yes,No,No,Eligible,No,Yes,No,No,No,No,Low,VAT Discount/Exemption (Sec. 15b),
Mark Dela Cruz,48,11/07/1977,M,Calios,Widow,Postgraduate,Unemployed,11819,0,No,No,N/A,Relative within 4th civil degree assuming care,37,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Reynaldo Ocampo,49,10/07/1976,M,Labuin,Separated,High School,Part-Time,12644,0,No,Yes,Intellectual/Developmental,Abandonment by spouse,34,0,,Yes,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Divina Mendoza,61,02/28/1965,F,Calios,Separated,Vocational,Employed,23375,1,Yes,No,N/A,Physical or mental incapacity of spouse,8,0,3,No,Yes,No,No,Eligible,No,No,Yes,No,No,No,Low,PhilHealth/NHIP Coverage (Sec. 15c),
Rowena Bautista,46,10/21/1980,F,Patimbao,Separated,College,Part-Time,8595,3,No,No,N/A,Spouse/family member/guardian of an OFW,59,0,4,No,Yes,Yes,Yes,Eligible,Yes,Yes,No,Yes,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Corazon Aquino,21,03/19/2005,F,Calios,Single,Postgraduate,Self-Employed,8537,0,No,Yes,Sensory (Visual/Hearing),"Legal guardian, adoptive, or foster parent",39,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ferdinand Rivera,40,05/23/1985,M,Labuin,Annulled,College,Unemployed,15501,4,No,No,N/A,"Declaration of nullity, annulment, or divorce",50,0,3,No,Yes,Yes,No,Eligible,Yes,Yes,No,Yes,No,Yes,Medium,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Educational Support (Sec. 9)",
Dominador Salazar,38,02/03/1987,M,Calios,Annulled,High School,Self-Employed,28008,1,Yes,No,N/A,Legal or de facto separation,2,0,7,No,No,No,No,Not Eligible,,,,,,,N/A,,Claimed 'Legal or de facto separation' but duration is only 2 month(s); RA 11861 requires at least 6 month(s) for this category.
Luzviminda Villanueva,49,11/27/1976,F,Duhat,Annulled,Postgraduate,Employed,42890,1,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",10,0,8,No,Yes,Yes,No,Eligible,No,No,No,No,No,Yes,Low,Educational Support (Sec. 9),
Gilbert Ramos,60,11/30/1965,F,San Pablo Sur,Single,Vocational,Part-Time,4434,5,No,No,N/A,Pregnant woman solely responsible for unborn child,27,1,8,Yes,No,Yes,Yes,Eligible,No,No,Yes,Yes,Yes,Yes,High,"PhilHealth/NHIP Coverage (Sec. 15c), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
Jose Aquino,25,08/30/2001,M,San Pablo Norte,Annulled,Elementary,Self-Employed,18479,0,No,Yes,Intellectual/Developmental,Unmarried parent who keeps and rears the child,25,0,,No,No,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Ferdinand Salazar,59,06/04/1966,F,San Juan,Married,High School,Employed,40945,2,Yes,No,N/A,Pregnant woman solely responsible for unborn child,0,0,2,No,Yes,No,No,Not Eligible,,,,,,,N/A,,Claimed pregnancy category but not marked pregnant.
Rosalinda Cruz,39,10/03/1987,F,Duhat,Annulled,High School,Self-Employed,14771,1,Yes,Yes,Physical,"Legal guardian, adoptive, or foster parent",15,0,8,No,No,No,Yes,Eligible,Yes,No,Yes,No,Yes,No,Medium,"Cash Subsidy (Sec. 15a), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e)",
Divina Torres,58,03/09/1968,F,San Pablo Sur,Single,High School,Self-Employed,23341,0,No,No,N/A,Birth of child due to rape,5,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Julius Ramos,63,06/06/1962,M,San Juan,Single,High School,Self-Employed,11493,0,No,No,N/A,Relative within 4th civil degree assuming care,22,0,,No,Yes,No,Yes,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Maria Villanueva,38,02/13/1987,F,Duhat,Widow,Vocational,Self-Employed,20030,0,No,No,N/A,Legal or de facto separation,36,0,,No,Yes,No,No,Not Eligible,,,,,,,N/A,,No qualifying dependent child under the applicant's care; RA 11861 requires sole parental care and support of a child.
Nestor Dela Cruz,48,04/15/1977,M,San Juan,Separated,Elementary,Part-Time,3508,1,No,Yes,Intellectual/Developmental,Abandonment by spouse,19,0,2,No,Yes,No,Yes,Eligible,Yes,Yes,No,Yes,Yes,No,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), Livelihood/Employment Priority (Sec. 15d), Housing Priority (Sec. 15e)",
Rowena Bautista,60,10/29/1966,F,Calios,Single,Postgraduate,Self-Employed,5736,2,Yes,No,N/A,"Declaration of nullity, annulment, or divorce",1,0,1,No,No,Yes,Yes,Eligible,Yes,Yes,Yes,No,Yes,Yes,High,"Cash Subsidy (Sec. 15a), VAT Discount/Exemption (Sec. 15b), PhilHealth/NHIP Coverage (Sec. 15c), Housing Priority (Sec. 15e), Educational Support (Sec. 9)",
